date_id,full_date,year,quarter,month,month_name,week,day_of_week,is_weekend
517,2016-05-31,2016,2,5,May,22,Tuesday,False
518,2016-06-01,2016,2,6,June,22,Wednesday,False
519,2016-06-02,2016,2,6,June,22,Thursday,False
520,2016-06-03,2016,2,6,June,22,Friday,False
521,2016-06-04,2016,2,6,June,22,Saturday,True
522,2016-06-05,2016,2,6,June,22,Sunday,True
523,2016-06-06,2016,2,6,June,23,Monday,False
524,2016-06-07,2016,2,6,June,23,Tuesday,False
525,2016-06-08,2016,2,6,June,23,Wednesday,False
526,2016-06-09,2016,2,6,June,23,Thursday,False
527,2016-06-10,2016,2,6,June,23,Friday,False
528,2016-06-11,2016,2,6,June,23,Saturday,True
529,2016-06-12,2016,2,6,June,23,Sunday,True
530,2016-06-13,2016,2,6,June,24,Monday,False
531,2016-06-14,2016,2,6,June,24,Tuesday,False
532,2016-06-15,2016,2,6,June,24,Wednesday,False
533,2016-06-16,2016,2,6,June,24,Thursday,False
534,2016-06-17,2016,2,6,June,24,Friday,False
535,2016-06-18,2016,2,6,June,24,Saturday,True
536,2016-06-19,2016,2,6,June,24,Sunday,True
537,2016-06-20,2016,2,6,June,25,Monday,False
538,2016-06-21,2016,2,6,June,25,Tuesday,False
539,2016-06-22,2016,2,6,June,25,Wednesday,False
540,2016-06-23,2016,2,6,June,25,Thursday,False
541,2016-06-24,2016,2,6,June,25,Friday,False
542,2016-06-25,2016,2,6,June,25,Saturday,True
543,2016-06-26,2016,2,6,June,25,Sunday,True
544,2016-06-27,2016,2,6,June,26,Monday,False
545,2016-06-28,2016,2,6,June,26,Tuesday,False
546,2016-06-29,2016,2,6,June,26,Wednesday,False
547,2016-06-30,2016,2,6,June,26,Thursday,False
548,2016-07-01,2016,3,7,July,26,Friday,False
549,2016-07-02,2016,3,7,July,26,Saturday,True
550,2016-07-03,2016,3,7,July,26,Sunday,True
551,2016-07-04,2016,3,7,July,27,Monday,False
552,2016-07-05,2016,3,7,July,27,Tuesday,False
553,2016-07-06,2016,3,7,July,27,Wednesday,False
554,2016-07-07,2016,3,7,July,27,Thursday,False
555,2016-07-08,2016,3,7,July,27,Friday,False
556,2016-07-09,2016,3,7,July,27,Saturday,True
557,2016-07-10,2016,3,7,July,27,Sunday,True
558,2016-07-11,2016,3,7,July,28,Monday,False
559,2016-07-12,2016,3,7,July,28,Tuesday,False
560,2016-07-13,2016,3,7,July,28,Wednesday,False
561,2016-07-14,2016,3,7,July,28,Thursday,False
562,2016-07-15,2016,3,7,July,28,Friday,False
563,2016-07-16,2016,3,7,July,28,Saturday,True
564,2016-07-17,2016,3,7,July,28,Sunday,True
565,2016-07-18,2016,3,7,July,29,Monday,False
566,2016-07-19,2016,3,7,July,29,Tuesday,False
567,2016-07-20,2016,3,7,July,29,Wednesday,False
568,2016-07-21,2016,3,7,July,29,Thursday,False
569,2016-07-22,2016,3,7,July,29,Friday,False
570,2016-07-23,2016,3,7,July,29,Saturday,True
571,2016-07-24,2016,3,7,July,29,Sunday,True
572,2016-07-25,2016,3,7,July,30,Monday,False
573,2016-07-26,2016,3,7,July,30,Tuesday,False
574,2016-07-27,2016,3,7,July,30,Wednesday,False
575,2016-07-28,2016,3,7,July,30,Thursday,False
576,2016-07-29,2016,3,7,July,30,Friday,False
577,2016-07-30,2016,3,7,July,30,Saturday,True
578,2016-07-31,2016,3,7,July,30,Sunday,True
579,2016-08-01,2016,3,8,August,31,Monday,False
580,2016-08-02,2016,3,8,August,31,Tuesday,False
581,2016-08-03,2016,3,8,August,31,Wednesday,False
582,2016-08-04,2016,3,8,August,31,Thursday,False
583,2016-08-05,2016,3,8,August,31,Friday,False
584,2016-08-06,2016,3,8,August,31,Saturday,True
585,2016-08-07,2016,3,8,August,31,Sunday,True
586,2016-08-08,2016,3,8,August,32,Monday,False
587,2016-08-09,2016,3,8,August,32,Tuesday,False
588,2016-08-10,2016,3,8,August,32,Wednesday,False
589,2016-08-11,2016,3,8,August,32,Thursday,False
590,2016-08-12,2016,3,8,August,32,Friday,False
591,2016-08-13,2016,3,8,August,32,Saturday,True
592,2016-08-14,2016,3,8,August,32,Sunday,True
593,2016-08-15,2016,3,8,August,33,Monday,False
594,2016-08-16,2016,3,8,August,33,Tuesday,False
595,2016-08-17,2016,3,8,August,33,Wednesday,False
596,2016-08-18,2016,3,8,August,33,Thursday,False
597,2016-08-19,2016,3,8,August,33,Friday,False
598,2016-08-20,2016,3,8,August,33,Saturday,True
599,2016-08-21,2016,3,8,August,33,Sunday,True
600,2016-08-22,2016,3,8,August,34,Monday,False
601,2016-08-23,2016,3,8,August,34,Tuesday,False
602,2016-08-24,2016,3,8,August,34,Wednesday,False
603,2016-08-25,2016,3,8,August,34,Thursday,False
604,2016-08-26,2016,3,8,August,34,Friday,False
605,2016-08-27,2016,3,8,August,34,Saturday,True
606,2016-08-28,2016,3,8,August,34,Sunday,True
607,2016-08-29,2016,3,8,August,35,Monday,False
608,2016-08-30,2016,3,8,August,35,Tuesday,False
609,2016-08-31,2016,3,8,August,35,Wednesday,False
610,2016-09-01,2016,3,9,September,35,Thursday,False
611,2016-09-02,2016,3,9,September,35,Friday,False
612,2016-09-03,2016,3,9,September,35,Saturday,True
613,2016-09-04,2016,3,9,September,35,Sunday,True
614,2016-09-05,2016,3,9,September,36,Monday,False
615,2016-09-06,2016,3,9,September,36,Tuesday,False
616,2016-09-07,2016,3,9,September,36,Wednesday,False
617,2016-09-08,2016,3,9,September,36,Thursday,False
618,2016-09-09,2016,3,9,September,36,Friday,False
619,2016-09-10,2016,3,9,September,36,Saturday,True
620,2016-09-11,2016,3,9,September,36,Sunday,True
621,2016-09-12,2016,3,9,September,37,Monday,False
622,2016-09-13,2016,3,9,September,37,Tuesday,False
623,2016-09-14,2016,3,9,September,37,Wednesday,False
624,2016-09-15,2016,3,9,September,37,Thursday,False
625,2016-09-16,2016,3,9,September,37,Friday,False
626,2016-09-17,2016,3,9,September,37,Saturday,True
627,2016-09-18,2016,3,9,September,37,Sunday,True
628,2016-09-19,2016,3,9,September,38,Monday,False
629,2016-09-20,2016,3,9,September,38,Tuesday,False
630,2016-09-21,2016,3,9,September,38,Wednesday,False
631,2016-09-22,2016,3,9,September,38,Thursday,False
632,2016-09-23,2016,3,9,September,38,Friday,False
633,2016-09-24,2016,3,9,September,38,Saturday,True
634,2016-09-25,2016,3,9,September,38,Sunday,True
635,2016-09-26,2016,3,9,September,39,Monday,False
636,2016-09-27,2016,3,9,September,39,Tuesday,False
637,2016-09-28,2016,3,9,September,39,Wednesday,False
638,2016-09-29,2016,3,9,September,39,Thursday,False
639,2016-09-30,2016,3,9,September,39,Friday,False
640,2016-10-01,2016,4,10,October,39,Saturday,True
641,2016-10-02,2016,4,10,October,39,Sunday,True
642,2016-10-03,2016,4,10,October,40,Monday,False
643,2016-10-04,2016,4,10,October,40,Tuesday,False
644,2016-10-05,2016,4,10,October,40,Wednesday,False
645,2016-10-06,2016,4,10,October,40,Thursday,False
646,2016-10-07,2016,4,10,October,40,Friday,False
647,2016-10-08,2016,4,10,October,40,Saturday,True
648,2016-10-09,2016,4,10,October,40,Sunday,True
649,2016-10-10,2016,4,10,October,41,Monday,False
650,2016-10-11,2016,4,10,October,41,Tuesday,False
651,2016-10-12,2016,4,10,October,41,Wednesday,False
652,2016-10-13,2016,4,10,October,41,Thursday,False
653,2016-10-14,2016,4,10,October,41,Friday,False
654,2016-10-15,2016,4,10,October,41,Saturday,True
655,2016-10-16,2016,4,10,October,41,Sunday,True
656,2016-10-17,2016,4,10,October,42,Monday,False
657,2016-10-18,2016,4,10,October,42,Tuesday,False
658,2016-10-19,2016,4,10,October,42,Wednesday,False
659,2016-10-20,2016,4,10,October,42,Thursday,False
660,2016-10-21,2016,4,10,October,42,Friday,False
661,2016-10-22,2016,4,10,October,42,Saturday,True
662,2016-10-23,2016,4,10,October,42,Sunday,True
663,2016-10-24,2016,4,10,October,43,Monday,False
664,2016-10-25,2016,4,10,October,43,Tuesday,False
665,2016-10-26,2016,4,10,October,43,Wednesday,False
666,2016-10-27,2016,4,10,October,43,Thursday,False
667,2016-10-28,2016,4,10,October,43,Friday,False
668,2016-10-29,2016,4,10,October,43,Saturday,True
669,2016-10-30,2016,4,10,October,43,Sunday,True
670,2016-10-31,2016,4,10,October,44,Monday,False
671,2016-11-01,2016,4,11,November,44,Tuesday,False
672,2016-11-02,2016,4,11,November,44,Wednesday,False
673,2016-11-03,2016,4,11,November,44,Thursday,False
674,2016-11-04,2016,4,11,November,44,Friday,False
675,2016-11-05,2016,4,11,November,44,Saturday,True
676,2016-11-06,2016,4,11,November,44,Sunday,True
677,2016-11-07,2016,4,11,November,45,Monday,False
678,2016-11-08,2016,4,11,November,45,Tuesday,False
679,2016-11-09,2016,4,11,November,45,Wednesday,False
680,2016-11-10,2016,4,11,November,45,Thursday,False
681,2016-11-11,2016,4,11,November,45,Friday,False
682,2016-11-12,2016,4,11,November,45,Saturday,True
683,2016-11-13,2016,4,11,November,45,Sunday,True
684,2016-11-14,2016,4,11,November,46,Monday,False
685,2016-11-15,2016,4,11,November,46,Tuesday,False
686,2016-11-16,2016,4,11,November,46,Wednesday,False
687,2016-11-17,2016,4,11,November,46,Thursday,False
688,2016-11-18,2016,4,11,November,46,Friday,False
689,2016-11-19,2016,4,11,November,46,Saturday,True
690,2016-11-20,2016,4,11,November,46,Sunday,True
691,2016-11-21,2016,4,11,November,47,Monday,False
692,2016-11-22,2016,4,11,November,47,Tuesday,False
693,2016-11-23,2016,4,11,November,47,Wednesday,False
694,2016-11-24,2016,4,11,November,47,Thursday,False
695,2016-11-25,2016,4,11,November,47,Friday,False
696,2016-11-26,2016,4,11,November,47,Saturday,True
697,2016-11-27,2016,4,11,November,47,Sunday,True
698,2016-11-28,2016,4,11,November,48,Monday,False
699,2016-11-29,2016,4,11,November,48,Tuesday,False
700,2016-11-30,2016,4,11,November,48,Wednesday,False
701,2016-12-01,2016,4,12,December,48,Thursday,False
702,2016-12-02,2016,4,12,December,48,Friday,False
703,2016-12-03,2016,4,12,December,48,Saturday,True
704,2016-12-04,2016,4,12,December,48,Sunday,True
705,2016-12-05,2016,4,12,December,49,Monday,False
706,2016-12-06,2016,4,12,December,49,Tuesday,False
707,2016-12-07,2016,4,12,December,49,Wednesday,False
708,2016-12-08,2016,4,12,December,49,Thursday,False
709,2016-12-09,2016,4,12,December,49,Friday,False
710,2016-12-10,2016,4,12,December,49,Saturday,True
711,2016-12-11,2016,4,12,December,49,Sunday,True
712,2016-12-12,2016,4,12,December,50,Monday,False
713,2016-12-13,2016,4,12,December,50,Tuesday,False
714,2016-12-14,2016,4,12,December,50,Wednesday,False
715,2016-12-15,2016,4,12,December,50,Thursday,False
716,2016-12-16,2016,4,12,December,50,Friday,False
717,2016-12-17,2016,4,12,December,50,Saturday,True
718,2016-12-18,2016,4,12,December,50,Sunday,True
719,2016-12-19,2016,4,12,December,51,Monday,False
720,2016-12-20,2016,4,12,December,51,Tuesday,False
721,2016-12-21,2016,4,12,December,51,Wednesday,False
722,2016-12-22,2016,4,12,December,51,Thursday,False
723,2016-12-23,2016,4,12,December,51,Friday,False
724,2016-12-24,2016,4,12,December,51,Saturday,True
725,2016-12-25,2016,4,12,December,51,Sunday,True
726,2016-12-26,2016,4,12,December,52,Monday,False
727,2016-12-27,2016,4,12,December,52,Tuesday,False
728,2016-12-28,2016,4,12,December,52,Wednesday,False
729,2016-12-29,2016,4,12,December,52,Thursday,False
730,2016-12-30,2016,4,12,December,52,Friday,False
731,2016-12-31,2016,4,12,December,52,Saturday,True
732,2017-01-01,2017,1,1,January,52,Sunday,True
733,2017-01-02,2017,1,1,January,1,Monday,False
734,2017-01-03,2017,1,1,January,1,Tuesday,False
735,2017-01-04,2017,1,1,January,1,Wednesday,False
736,2017-01-05,2017,1,1,January,1,Thursday,False
737,2017-01-06,2017,1,1,January,1,Friday,False
738,2017-01-07,2017,1,1,January,1,Saturday,True
739,2017-01-08,2017,1,1,January,1,Sunday,True
740,2017-01-09,2017,1,1,January,2,Monday,False
741,2017-01-10,2017,1,1,January,2,Tuesday,False
742,2017-01-11,2017,1,1,January,2,Wednesday,False
743,2017-01-12,2017,1,1,January,2,Thursday,False
744,2017-01-13,2017,1,1,January,2,Friday,False
745,2017-01-14,2017,1,1,January,2,Saturday,True
746,2017-01-15,2017,1,1,January,2,Sunday,True
747,2017-01-16,2017,1,1,January,3,Monday,False
748,2017-01-17,2017,1,1,January,3,Tuesday,False
749,2017-01-18,2017,1,1,January,3,Wednesday,False
750,2017-01-19,2017,1,1,January,3,Thursday,False
751,2017-01-20,2017,1,1,January,3,Friday,False
752,2017-01-21,2017,1,1,January,3,Saturday,True
753,2017-01-22,2017,1,1,January,3,Sunday,True
754,2017-01-23,2017,1,1,January,4,Monday,False
755,2017-01-24,2017,1,1,January,4,Tuesday,False
756,2017-01-25,2017,1,1,January,4,Wednesday,False
757,2017-01-26,2017,1,1,January,4,Thursday,False
758,2017-01-27,2017,1,1,January,4,Friday,False
759,2017-01-28,2017,1,1,January,4,Saturday,True
760,2017-01-29,2017,1,1,January,4,Sunday,True
761,2017-01-30,2017,1,1,January,5,Monday,False
762,2017-01-31,2017,1,1,January,5,Tuesday,False
763,2017-02-01,2017,1,2,February,5,Wednesday,False
764,2017-02-02,2017,1,2,February,5,Thursday,False
765,2017-02-03,2017,1,2,February,5,Friday,False
766,2017-02-04,2017,1,2,February,5,Saturday,True
767,2017-02-05,2017,1,2,February,5,Sunday,True
768,2017-02-06,2017,1,2,February,6,Monday,False
769,2017-02-07,2017,1,2,February,6,Tuesday,False
770,2017-02-08,2017,1,2,February,6,Wednesday,False
771,2017-02-09,2017,1,2,February,6,Thursday,False
772,2017-02-10,2017,1,2,February,6,Friday,False
773,2017-02-11,2017,1,2,February,6,Saturday,True
774,2017-02-12,2017,1,2,February,6,Sunday,True
775,2017-02-13,2017,1,2,February,7,Monday,False
776,2017-02-14,2017,1,2,February,7,Tuesday,False
777,2017-02-15,2017,1,2,February,7,Wednesday,False
778,2017-02-16,2017,1,2,February,7,Thursday,False
779,2017-02-17,2017,1,2,February,7,Friday,False
780,2017-02-18,2017,1,2,February,7,Saturday,True
781,2017-02-19,2017,1,2,February,7,Sunday,True
782,2017-02-20,2017,1,2,February,8,Monday,False
783,2017-02-21,2017,1,2,February,8,Tuesday,False
784,2017-02-22,2017,1,2,February,8,Wednesday,False
785,2017-02-23,2017,1,2,February,8,Thursday,False
786,2017-02-24,2017,1,2,February,8,Friday,False
787,2017-02-25,2017,1,2,February,8,Saturday,True
788,2017-02-26,2017,1,2,February,8,Sunday,True
789,2017-02-27,2017,1,2,February,9,Monday,False
790,2017-02-28,2017,1,2,February,9,Tuesday,False
791,2017-03-01,2017,1,3,March,9,Wednesday,False
792,2017-03-02,2017,1,3,March,9,Thursday,False
793,2017-03-03,2017,1,3,March,9,Friday,False
794,2017-03-04,2017,1,3,March,9,Saturday,True
795,2017-03-05,2017,1,3,March,9,Sunday,True
796,2017-03-06,2017,1,3,March,10,Monday,False
797,2017-03-07,2017,1,3,March,10,Tuesday,False
798,2017-03-08,2017,1,3,March,10,Wednesday,False
799,2017-03-09,2017,1,3,March,10,Thursday,False
800,2017-03-10,2017,1,3,March,10,Friday,False
801,2017-03-11,2017,1,3,March,10,Saturday,True
802,2017-03-12,2017,1,3,March,10,Sunday,True
803,2017-03-13,2017,1,3,March,11,Monday,False
804,2017-03-14,2017,1,3,March,11,Tuesday,False
805,2017-03-15,2017,1,3,March,11,Wednesday,False
806,2017-03-16,2017,1,3,March,11,Thursday,False
807,2017-03-17,2017,1,3,March,11,Friday,False
808,2017-03-18,2017,1,3,March,11,Saturday,True
809,2017-03-19,2017,1,3,March,11,Sunday,True
810,2017-03-20,2017,1,3,March,12,Monday,False
811,2017-03-21,2017,1,3,March,12,Tuesday,False
812,2017-03-22,2017,1,3,March,12,Wednesday,False
813,2017-03-23,2017,1,3,March,12,Thursday,False
814,2017-03-24,2017,1,3,March,12,Friday,False
815,2017-03-25,2017,1,3,March,12,Saturday,True
816,2017-03-26,2017,1,3,March,12,Sunday,True
817,2017-03-27,2017,1,3,March,13,Monday,False
818,2017-03-28,2017,1,3,March,13,Tuesday,False
819,2017-03-29,2017,1,3,March,13,Wednesday,False
820,2017-03-30,2017,1,3,March,13,Thursday,False
821,2017-03-31,2017,1,3,March,13,Friday,False
822,2017-04-01,2017,2,4,April,13,Saturday,True
823,2017-04-02,2017,2,4,April,13,Sunday,True
824,2017-04-03,2017,2,4,April,14,Monday,False
825,2017-04-04,2017,2,4,April,14,Tuesday,False
826,2017-04-05,2017,2,4,April,14,Wednesday,False
827,2017-04-06,2017,2,4,April,14,Thursday,False
828,2017-04-07,2017,2,4,April,14,Friday,False
829,2017-04-08,2017,2,4,April,14,Saturday,True
830,2017-04-09,2017,2,4,April,14,Sunday,True
831,2017-04-10,2017,2,4,April,15,Monday,False
832,2017-04-11,2017,2,4,April,15,Tuesday,False
833,2017-04-12,2017,2,4,April,15,Wednesday,False
834,2017-04-13,2017,2,4,April,15,Thursday,False
835,2017-04-14,2017,2,4,April,15,Friday,False
836,2017-04-15,2017,2,4,April,15,Saturday,True
837,2017-04-16,2017,2,4,April,15,Sunday,True
838,2017-04-17,2017,2,4,April,16,Monday,False
839,2017-04-18,2017,2,4,April,16,Tuesday,False
840,2017-04-19,2017,2,4,April,16,Wednesday,False
841,2017-04-20,2017,2,4,April,16,Thursday,False
842,2017-04-21,2017,2,4,April,16,Friday,False
843,2017-04-22,2017,2,4,April,16,Saturday,True
844,2017-04-23,2017,2,4,April,16,Sunday,True
845,2017-04-24,2017,2,4,April,17,Monday,False
846,2017-04-25,2017,2,4,April,17,Tuesday,False
847,2017-04-26,2017,2,4,April,17,Wednesday,False
848,2017-04-27,2017,2,4,April,17,Thursday,False
849,2017-04-28,2017,2,4,April,17,Friday,False
850,2017-04-29,2017,2,4,April,17,Saturday,True
851,2017-04-30,2017,2,4,April,17,Sunday,True
852,2017-05-01,2017,2,5,May,18,Monday,False
853,2017-05-02,2017,2,5,May,18,Tuesday,False
854,2017-05-03,2017,2,5,May,18,Wednesday,False
855,2017-05-04,2017,2,5,May,18,Thursday,False
856,2017-05-05,2017,2,5,May,18,Friday,False
857,2017-05-06,2017,2,5,May,18,Saturday,True
858,2017-05-07,2017,2,5,May,18,Sunday,True
859,2017-05-08,2017,2,5,May,19,Monday,False
860,2017-05-09,2017,2,5,May,19,Tuesday,False
861,2017-05-10,2017,2,5,May,19,Wednesday,False
862,2017-05-11,2017,2,5,May,19,Thursday,False
863,2017-05-12,2017,2,5,May,19,Friday,False
864,2017-05-13,2017,2,5,May,19,Saturday,True
865,2017-05-14,2017,2,5,May,19,Sunday,True
866,2017-05-15,2017,2,5,May,20,Monday,False
867,2017-05-16,2017,2,5,May,20,Tuesday,False
868,2017-05-17,2017,2,5,May,20,Wednesday,False
869,2017-05-18,2017,2,5,May,20,Thursday,False
870,2017-05-19,2017,2,5,May,20,Friday,False
871,2017-05-20,2017,2,5,May,20,Saturday,True
872,2017-05-21,2017,2,5,May,20,Sunday,True
873,2017-05-22,2017,2,5,May,21,Monday,False
874,2017-05-23,2017,2,5,May,21,Tuesday,False
875,2017-05-24,2017,2,5,May,21,Wednesday,False
876,2017-05-25,2017,2,5,May,21,Thursday,False
877,2017-05-26,2017,2,5,May,21,Friday,False
878,2017-05-27,2017,2,5,May,21,Saturday,True
879,2017-05-28,2017,2,5,May,21,Sunday,True
880,2017-05-29,2017,2,5,May,22,Monday,False
881,2017-05-30,2017,2,5,May,22,Tuesday,False
882,2017-05-31,2017,2,5,May,22,Wednesday,False
883,2017-06-01,2017,2,6,June,22,Thursday,False
884,2017-06-02,2017,2,6,June,22,Friday,False
885,2017-06-03,2017,2,6,June,22,Saturday,True
886,2017-06-04,2017,2,6,June,22,Sunday,True
887,2017-06-05,2017,2,6,June,23,Monday,False
888,2017-06-06,2017,2,6,June,23,Tuesday,False
889,2017-06-07,2017,2,6,June,23,Wednesday,False
890,2017-06-08,2017,2,6,June,23,Thursday,False
891,2017-06-09,2017,2,6,June,23,Friday,False
892,2017-06-10,2017,2,6,June,23,Saturday,True
893,2017-06-11,2017,2,6,June,23,Sunday,True
894,2017-06-12,2017,2,6,June,24,Monday,False
895,2017-06-13,2017,2,6,June,24,Tuesday,False
896,2017-06-14,2017,2,6,June,24,Wednesday,False
897,2017-06-15,2017,2,6,June,24,Thursday,False
898,2017-06-16,2017,2,6,June,24,Friday,False
899,2017-06-17,2017,2,6,June,24,Saturday,True
900,2017-06-18,2017,2,6,June,24,Sunday,True
901,2017-06-19,2017,2,6,June,25,Monday,False
902,2017-06-20,2017,2,6,June,25,Tuesday,False
903,2017-06-21,2017,2,6,June,25,Wednesday,False
904,2017-06-22,2017,2,6,June,25,Thursday,False
905,2017-06-23,2017,2,6,June,25,Friday,False
906,2017-06-24,2017,2,6,June,25,Saturday,True
907,2017-06-25,2017,2,6,June,25,Sunday,True
908,2017-06-26,2017,2,6,June,26,Monday,False
909,2017-06-27,2017,2,6,June,26,Tuesday,False
910,2017-06-28,2017,2,6,June,26,Wednesday,False
911,2017-06-29,2017,2,6,June,26,Thursday,False
912,2017-06-30,2017,2,6,June,26,Friday,False
913,2017-07-01,2017,3,7,July,26,Saturday,True
914,2017-07-02,2017,3,7,July,26,Sunday,True
915,2017-07-03,2017,3,7,July,27,Monday,False
916,2017-07-04,2017,3,7,July,27,Tuesday,False
917,2017-07-05,2017,3,7,July,27,Wednesday,False
918,2017-07-06,2017,3,7,July,27,Thursday,False
919,2017-07-07,2017,3,7,July,27,Friday,False
920,2017-07-08,2017,3,7,July,27,Saturday,True
921,2017-07-09,2017,3,7,July,27,Sunday,True
922,2017-07-10,2017,3,7,July,28,Monday,False
923,2017-07-11,2017,3,7,July,28,Tuesday,False
924,2017-07-12,2017,3,7,July,28,Wednesday,False
925,2017-07-13,2017,3,7,July,28,Thursday,False
926,2017-07-14,2017,3,7,July,28,Friday,False
927,2017-07-15,2017,3,7,July,28,Saturday,True
928,2017-07-16,2017,3,7,July,28,Sunday,True
929,2017-07-17,2017,3,7,July,29,Monday,False
930,2017-07-18,2017,3,7,July,29,Tuesday,False
931,2017-07-19,2017,3,7,July,29,Wednesday,False
932,2017-07-20,2017,3,7,July,29,Thursday,False
933,2017-07-21,2017,3,7,July,29,Friday,False
934,2017-07-22,2017,3,7,July,29,Saturday,True
935,2017-07-23,2017,3,7,July,29,Sunday,True
936,2017-07-24,2017,3,7,July,30,Monday,False
937,2017-07-25,2017,3,7,July,30,Tuesday,False
938,2017-07-26,2017,3,7,July,30,Wednesday,False
939,2017-07-27,2017,3,7,July,30,Thursday,False
940,2017-07-28,2017,3,7,July,30,Friday,False
941,2017-07-29,2017,3,7,July,30,Saturday,True
942,2017-07-30,2017,3,7,July,30,Sunday,True
943,2017-07-31,2017,3,7,July,31,Monday,False
944,2017-08-01,2017,3,8,August,31,Tuesday,False
945,2017-08-02,2017,3,8,August,31,Wednesday,False
946,2017-08-03,2017,3,8,August,31,Thursday,False
947,2017-08-04,2017,3,8,August,31,Friday,False
948,2017-08-05,2017,3,8,August,31,Saturday,True
949,2017-08-06,2017,3,8,August,31,Sunday,True
950,2017-08-07,2017,3,8,August,32,Monday,False
951,2017-08-08,2017,3,8,August,32,Tuesday,False
952,2017-08-09,2017,3,8,August,32,Wednesday,False
953,2017-08-10,2017,3,8,August,32,Thursday,False
954,2017-08-11,2017,3,8,August,32,Friday,False
955,2017-08-12,2017,3,8,August,32,Saturday,True
956,2017-08-13,2017,3,8,August,32,Sunday,True
957,2017-08-14,2017,3,8,August,33,Monday,False
958,2017-08-15,2017,3,8,August,33,Tuesday,False
959,2017-08-16,2017,3,8,August,33,Wednesday,False
960,2017-08-17,2017,3,8,August,33,Thursday,False
961,2017-08-18,2017,3,8,August,33,Friday,False
962,2017-08-19,2017,3,8,August,33,Saturday,True
963,2017-08-20,2017,3,8,August,33,Sunday,True
964,2017-08-21,2017,3,8,August,34,Monday,False
965,2017-08-22,2017,3,8,August,34,Tuesday,False
966,2017-08-23,2017,3,8,August,34,Wednesday,False
967,2017-08-24,2017,3,8,August,34,Thursday,False
968,2017-08-25,2017,3,8,August,34,Friday,False
969,2017-08-26,2017,3,8,August,34,Saturday,True
970,2017-08-27,2017,3,8,August,34,Sunday,True
971,2017-08-28,2017,3,8,August,35,Monday,False
972,2017-08-29,2017,3,8,August,35,Tuesday,False
973,2017-08-30,2017,3,8,August,35,Wednesday,False
974,2017-08-31,2017,3,8,August,35,Thursday,False
975,2017-09-01,2017,3,9,September,35,Friday,False
976,2017-09-02,2017,3,9,September,35,Saturday,True
977,2017-09-03,2017,3,9,September,35,Sunday,True
978,2017-09-04,2017,3,9,September,36,Monday,False
979,2017-09-05,2017,3,9,September,36,Tuesday,False
980,2017-09-06,2017,3,9,September,36,Wednesday,False
981,2017-09-07,2017,3,9,September,36,Thursday,False
982,2017-09-08,2017,3,9,September,36,Friday,False
983,2017-09-09,2017,3,9,September,36,Saturday,True
984,2017-09-10,2017,3,9,September,36,Sunday,True
985,2017-09-11,2017,3,9,September,37,Monday,False
986,2017-09-12,2017,3,9,September,37,Tuesday,False
987,2017-09-13,2017,3,9,September,37,Wednesday,False
988,2017-09-14,2017,3,9,September,37,Thursday,False
989,2017-09-15,2017,3,9,September,37,Friday,False
990,2017-09-16,2017,3,9,September,37,Saturday,True
991,2017-09-17,2017,3,9,September,37,Sunday,True
992,2017-09-18,2017,3,9,September,38,Monday,False
993,2017-09-19,2017,3,9,September,38,Tuesday,False
994,2017-09-20,2017,3,9,September,38,Wednesday,False
995,2017-09-21,2017,3,9,September,38,Thursday,False
996,2017-09-22,2017,3,9,September,38,Friday,False
997,2017-09-23,2017,3,9,September,38,Saturday,True
998,2017-09-24,2017,3,9,September,38,Sunday,True
999,2017-09-25,2017,3,9,September,39,Monday,False
1000,2017-09-26,2017,3,9,September,39,Tuesday,False
1001,2017-09-27,2017,3,9,September,39,Wednesday,False
1002,2017-09-28,2017,3,9,September,39,Thursday,False
1003,2017-09-29,2017,3,9,September,39,Friday,False
1004,2017-09-30,2017,3,9,September,39,Saturday,True
1005,2017-10-01,2017,4,10,October,39,Sunday,True
1006,2017-10-02,2017,4,10,October,40,Monday,False
1007,2017-10-03,2017,4,10,October,40,Tuesday,False
1008,2017-10-04,2017,4,10,October,40,Wednesday,False
1009,2017-10-05,2017,4,10,October,40,Thursday,False
1010,2017-10-06,2017,4,10,October,40,Friday,False
1011,2017-10-07,2017,4,10,October,40,Saturday,True
1012,2017-10-08,2017,4,10,October,40,Sunday,True
1013,2017-10-09,2017,4,10,October,41,Monday,False
1014,2017-10-10,2017,4,10,October,41,Tuesday,False
1015,2017-10-11,2017,4,10,October,41,Wednesday,False
1016,2017-10-12,2017,4,10,October,41,Thursday,False
1017,2017-10-13,2017,4,10,October,41,Friday,False
1018,2017-10-14,2017,4,10,October,41,Saturday,True
1019,2017-10-15,2017,4,10,October,41,Sunday,True
1020,2017-10-16,2017,4,10,October,42,Monday,False
1021,2017-10-17,2017,4,10,October,42,Tuesday,False
1022,2017-10-18,2017,4,10,October,42,Wednesday,False
1023,2017-10-19,2017,4,10,October,42,Thursday,False
1024,2017-10-20,2017,4,10,October,42,Friday,False
1025,2017-10-21,2017,4,10,October,42,Saturday,True
1026,2017-10-22,2017,4,10,October,42,Sunday,True
1027,2017-10-23,2017,4,10,October,43,Monday,False
1028,2017-10-24,2017,4,10,October,43,Tuesday,False
1029,2017-10-25,2017,4,10,October,43,Wednesday,False
1030,2017-10-26,2017,4,10,October,43,Thursday,False
1031,2017-10-27,2017,4,10,October,43,Friday,False
1032,2017-10-28,2017,4,10,October,43,Saturday,True
